metric_name,count,llm_action,target_field_key,suggested_field_key,suggested_aliases,suggested_required_any,name_cn,category,value_type,confidence,llm_reason,example_reports
国外员工占比,4,industry_schema_candidate,,,[],[],,,,0.89,国外员工占比反映企业国际化程度，但并非跨行业通用ESG基础指标：制造业、出口型企业可能披露，而内需主导型行业（如本地服务业、农林牧渔）普遍不适用；其意义高度依赖业务模式与全球化战略，属于行业/公司治理特色维度，更适合纳入‘跨国经营企业’或‘全球化行业’专项ESG子集，而非通用Core。Core Schema中已覆盖性别、年龄、民族等基础人口结构指标，国籍分布属延伸维度，不宜泛化。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
正式员工劳动合同签订率,4,new_core_candidate,,labor_contract_signing_rate,[],[],正式员工劳动合同签订率,S,percentage,0.88,该指标反映企业劳动关系合规性与员工基本权益保障水平，是国际主流ESG框架（如GRI 201、SASB Labor Practices标准）及中国《劳动合同法》强制要求的核心合规指标；跨行业普遍披露（制造业、服务业、零售业等均高频出现），量化明确（百分比）、可验证性强；现有Core Schema中虽有social_insurance_coverage_rate、employee_health_record_coverage_rate等覆盖率类S指标，但未覆盖劳动合同这一基础雇佣合规维度，存在关键空白。因此具备新增为通用Core ESG指标的充分必要条件。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
满意度同比提高,4,keep_unknown,,,[],[],,,,0.95,‘满意度同比提高’是相对变化量（Δ%），非绝对水平值，且未指明满意度主体（员工/客户/供应商等）；Core ESG Schema 中无任何满意度类指标（如 employee_satisfaction、customer_satisfaction），亦无同比变动类指标；该指标属于软性管理绩效的衍生度量，缺乏跨行业可比性、标准化定义和计量基准，符合‘公司特色指标’或‘经营绩效相关指标’范畴，按原则应 keep_unknown。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告
监事会会议召开次数,4,new_core_candidate,,supervisory_board_meetings,[],[],监事会会议次数,G,number,0.88,监事会是《公司法》规定的法定治理机构，与董事会、股东大会同属公司治理（G）核心监督机制；该指标在多家上市公司ESG报告中高频披露（如大洋电机、长城证券），单位统一为‘次’，具备跨行业可比性、可量化性及ESG相关性；Core Schema已包含board_meetings和shareholder_meetings，逻辑上应补全supervisory_board_meetings以实现治理结构完整性。,004_002249_大洋电机_2024_大洋电机：大洋电机2024年度环境、社会及公司治理（ESG）报告; 011_002939_长城证券_2024_长城证券：2024年度社会责任暨环境、社会及公司治理（ESG）报告
博士,4,keep_unknown,,,[],[],,,,0.95,博士人数属于员工教育结构的细分维度，是人才构成的描述性标签，而非ESG实质性议题的直接衡量指标；Core ESG Schema中已有r_and_d_employees（研发人员数量）覆盖核心人力投入维度，但学历层级（如博士、硕士、本科）属于颗粒度更细的管理分析口径，不具备跨行业高频、可比、标准化披露特征；该指标未体现环境影响、社会公平或治理有效性等ESG本质属性，且在示例中仅作为‘按教育程度划分员工数’表格中的一个条目出现，属公司特色人力资源统计，不符合new_core_candidate或industry_schema_candidate的纳入标准。,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告
安全生产事故数,4,add_alias_to_existing_core,work_injury_rate,,"[""安全生产事故数""]","[""安全生产事故数""]",,,,0.85,‘安全生产事故数’在实践中常作为工伤相关事件的统计口径，与 work_injury_rate（工伤率）同属职业健康与安全核心维度，且报告中该指标单位为‘起’、数值为整数计数（如‘0起’），符合定量事故数量属性；虽 work_injury_rate 当前 value_type 为 number_or_percentage，但其 aliases 中已隐含对事故次数的覆盖逻辑（如‘工伤事故率’），补充‘安全生产事故数’作为别名可增强Schema对中文监管语境（如《安全生产法》术语）的兼容性，无需新增字段。,006_002431_棕榈股份_2024_棕榈股份：棕榈股份2024年度环境、社会及公司治理（ESG）报告; 012_600713_南京医药_2024_南京医药：南京医药2024年环境、社会和公司治理（ESG）报告
守法合规培训,4,new_core_candidate,,compliance_training_sessions,[],[],守法合规培训次数,G,number,0.88,守法合规培训是公司治理（G）维度下关键的制度执行与风险防控实践，语义广于且不等同于反腐败培训（anti_corruption_training_sessions），覆盖法律法规、行业监管、数据安全、劳动用工、广告合规等多领域；在4份报告中高频出现（含次、人次两种计量），具备跨行业披露基础；其量化属性（次数/人次）、治理相关性、可比性均符合Core ESG指标遴选标准。建议新增为独立Core指标，避免将更宽泛的合规培训强行归并至反腐败子集，以保障指标颗粒度与政策响应完整性。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告
守法合规培训时长,4,add_alias_to_existing_core,anti_corruption_training_hours,,"[""守法合规培训时长"", ""合规培训时长"", ""守法合规培训总时长"", ""合规培训总时长""]","[""守法合规培训时长""]",,,,0.95,‘守法合规培训时长’在实践中常作为反腐败培训的上位或等效表述，尤其在ESG报告中多与反商业贿赂、廉洁从业、制度宣贯等治理活动合并披露；Core Schema中已有 anti_corruption_training_hours（反腐败培训总时长），其现有别名已包含‘反商业贿赂培训时数’‘廉洁培训次数’等语义相近项；新增该别名可提升覆盖鲁棒性，无需新增字段，符合‘同义表达优先映射’原则。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告; 012_600713_南京医药_2024_南京医药：南京医药2024年环境、社会和公司治理（ESG）报告
安全生产培训时长,4,add_alias_to_existing_core,training_total_hours,,"[""安全生产培训时长"", ""安全培训时长"", ""安全生产培训总时长"", ""安全教育培训时长""]","[""安全生产培训""]",,,,0.95,安全生产培训是员工培训的子类，本质仍属组织面向员工开展的系统性、有记录的培训活动；core 中已有 training_total_hours（员工培训总时长）覆盖通用培训总量，且其 aliases 已包含'培训总小时数''培训总时数'等泛化表述；新增'安全生产培训时长'作为别名可兼顾披露特异性与体系简洁性，无需新建字段——既避免指标碎片化，又支持ESG报告中对高风险领域（如制造业、建筑业）安全能力建设的专项呈现。,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告; 012_600713_南京医药_2024_南京医药：南京医药2024年环境、社会和公司治理（ESG）报告
汽油使用量,4,add_alias_to_existing_core,energy_consumption_total,,"[""汽油使用量""]","[""汽油使用量""]",,,,0.95,汽油使用量属于能源消耗的一种具体形式，虽未在现有能源类指标（如 electricity_consumption、natural_gas_consumption、coal_consumption）中单独列出，但其本质是综合能源消耗的组成部分；Core 中已有 energy_consumption_total（能源消耗总量）作为上位通用指标，且其 aliases 已涵盖‘综合能耗’‘总能源消耗’等宽口径表述，符合‘高频、跨行业、可量化、ESG相关性强’原则；新增‘汽油使用量’作为其别名，可提升该字段对交通、物流、制造等用油场景的覆盖能力，无需新增独立字段，避免指标碎片化。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告; 010_002913_奥士康_2025_奥士康：社会责任报告
新员工培训时长,4,keep_unknown,,,[],[],,,,0.95,新员工培训时长是按员工类型（新员工）细分的专项培训指标，属于组织发展或人力资源管理的精细化实践，不具备跨行业通用性；Core ESG Schema 中已覆盖培训类通用指标（如 training_total_hours、training_hours_per_employee、training_coverage_rate），但明确不将人群细分维度（如新员工、管理层、技术岗等）纳入通用 Core，以保持体系简洁性与可比性；该指标更适合作为企业特色实践披露，而非标准化核心ESG指标。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告; 010_002913_奥士康_2025_奥士康：社会责任报告
港澳台供应商,4,industry_schema_candidate,,,[],[],,,,0.95,港澳台供应商属于供应链地域构成的细分维度，反映企业供应链的区域分布特征，具有显著行业依赖性（如ICT、电子制造、跨境贸易等行业更关注），不属于跨行业高频、通用、可量化的核心ESG指标；Core ESG Schema中已存在'supplier_esg_assessment'（定性机制类）但无任何供应商数量或地域构成类定量字段，该指标更适合纳入行业ESG指标体系（如电子行业供应链透明度模块），而非通用Core。,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告; 010_002913_奥士康_2025_奥士康：社会责任报告
能源消耗密度,4,add_alias_to_existing_core,energy_consumption_intensity,,"[""能源消耗密度""]","[""能源消耗密度""]",,,,0.98,‘能源消耗密度’与现有Core指标 energy_consumption_intensity 的中文名‘能源消耗强度’及aliases中‘能耗强度、单位收入能耗、单位产值能耗’语义完全一致；其单位‘吨标准煤/百万元营收’与该指标已支持的量纲（如吨标准煤/万元）仅存在数量级换算关系，属合理表达变体，无需新增指标。,009_002811_郑中设计_2024_郑中设计：2024年度环境、社会及公司治理（ESG）报告
碳粉盒,4,keep_unknown,,,[],[],,,,0.95,碳粉盒是具体办公耗材品类，属于物资管理或采购执行层面的微观运营数据，不具备跨行业通用性、ESG实质性或政策监管相关性；既非环境类资源消耗/废弃物排放的标准化指标（如未归入 total_waste 或 hazardous_waste 等核心字段），也非社会或治理类可比指标；其计量单位为‘个’，与现有废弃物类指标（如 hazardous_waste、non_hazardous_waste）的吨/千克等质量单位不一致，且无证据表明其被普遍识别为危险废弃物（需经成分鉴定）；属于公司特色运营细节，不符合 Core ESG Schema 的高频、可量化、跨行业、ESG 相关性强的纳入原则。,009_002811_郑中设计_2024_郑中设计：2024年度环境、社会及公司治理（ESG）报告
